CODART;BARRAS;NOMBRE;EXIS;PRECIO
010392;;BOLIG.SABONIS 611-17 CH.CLEAR;0;2656,643
010393;;BOLIG.SABONIS 611-18 B.P.SCRIPT;0;2079,025
010394;;BOLIG.SABONIS 611-19 B.P.GRACE;0;1790,213
010395;;BOLIG.SABONIS 612-11 ROL.B.ICE;0;1674,632
010396;;BOLIG.SABONIS 612-19 ROL.B.GRAC;0;1732,278
010397;;LAPICERA SABONIS 113-7 ACCORD 2018;0;14111,720
010398;;BOLIG.PELIKAN FANCY-ROLLER;0;727,488
010399;;RESALTADOR PILOT SW-VLL-Y T.LIQUIDA;0;1621,410
010400;6925411450364;MARCADOR SABONIS P/PIZARRA;0;216,899
010401;7798000086966;MARCADOR MARGI 2 PUNTAS PERMANENTE;2;296,906
010402;;BOLIG.SABONIS 511-20 PLATA SAPPHIRE;0;2656,643
010403;;LAPICERA SABONIS 413-14 B;0;2309,604
010404;074040926019;LAPICERA SHEAFFER MET.124-1NEGRA;0;16394,809
010405;;PORTAMINA STAED.MARISMICRO 0.7/9mm;0;14,200
010406;;PORTAMINA STAED.ERGONOMICO 0.7mm;0;11,470
010408;;REPUESTO P.MATE LUBRIGLIDE METALICO;17;819,880
010409;;PORTAMINA LECCE 09mm;0;10,510
010410;7798138383173;MARCADOR C/SELLO X 8 COLORES;0;14,400
010411;074040541649;BOLIG.SHEAFFER 125-1 JAVELIN MET.;0;12688,883
010412;7794360925518;BOLIG.FABER VISION 07 NEGRO;0;2670,134
010413;074040113167;BOLIG.SHEAFFER 9403 VFM ROJO I;0;12911,163
010414;7792700000222;FIBRA COLOR X10 COLORELLA CAMBIACOL;0;2199,276
010415;074040113242;BOLIG.SHEAFFER 9405 VFM NEGRO MATE;0;12911,163
010416;072512144039;BOLIG.PENTEL ENERGEL P.NEDLE AZUL;0;502,054
010417;;BOLIG.PENTEL HYBRID GEL C/GRIP;0;551,819
010418;;BOLIG.PENTEL STYLO LIQUID JL30;0;803,215
010419;4006381147095;RESALTADOR STABILO LUMINATOR AMARIL;11;2025,000
010420;4902505375965;BOLIG.PILOT ACROBALL RET.FINA NEGRO;-3;2432,115
010421;074040958331;BOLIG.SHEAFFER 323-9 JGO.SENTINEL;0;31748,704
010422;;BOLIG.BIC REACTION RETRAC.NEGRA;1;1642,511
010423;8595147803833;LAPIZ COLOR X12 L.STABILO SWANO;-1;2186,960
010424;;MINAS STABILO 0.5;0;261,071
010425;9556091114733;BOLIG.STABILO 508 BILLE AZUL;6;829,536
010426;;BOLIG.SABONIS 611-16 B.P.GRAF.;0;2483,706
010427;;BOLIG.SABONIS 311-11B BORDO CLASSIC;0;2722,149
010428;;BOLIG.SABONIS 411-15 ROJO SINGLE;0;2079,025
010429;;PORTAMINA SABONIS P228 09;0;288,227
010430;;BOLIG.PARKER+PORTAMINA JOTTER;0;8829,742
010431;7795245912456;BOLIG.PARKER JOTTER 91245 BP NEGRO;0;6978,344
010432;;BOLIG.PARKER FRONTIER SS GT RB;0;13006,692
010433;7795245900231;BOLIG.PARKER VECTOR 90023 SS RB;0;12963,313
010434;;BOLIG.PARKER 45 B ROLLER 91183-84;0;10386,103
010435;;LAPICERA PARKER 45 GT 31175 176 177;0;15578,767
010436;;LAPICERA PARKER FRONTIER SS GT;0;12635,514
010437;;LAPIZ NEGRO COMUN GRAFITO C/GOMA;0;407,782
010438;074040959338;BOLIG.SHEAFFER 325-2 SENTINEL CROMO;0;25187,089
010439;7807265010392;LAPIZ PASTEL GRASO PROARTE X16;-21;381,538
010440;7807265980329;LAPIZ PASTEL GRASO PROARTE X25;-13;581,062
010441;7807265006920;LAPIZ PASTEL GRASO PROARTE X36;-11;801,703
010442;070330423473;LAPIZ NEGRO BIC EVOLUT.HB;4009;240,000
010443;074040957372;BOLIG.SHEAFFER+PORTAMINA SENT.325-9;0;49740,381
010444;77908000080667;FIBRA COLOR X24 SIMBALL LARGAS INNO;8;3238,640
010445;7891360533030;LAPIZ COLOR X24/48 FABER BICOLOR;0;12476,523
010446;7891360510512;LAPIZ COLOR X12 L.FABER GRIP;0;8191,138
010447;7891360510550;LAPIZ COLOR X24 L.FABER GRIP;0;14846,441
010448;7794360925990;CRAYONES X6 FABER JUMBO FLUO;0;2670,134
010449;;LAPIZ COLOR X12 L.FABER DUO;0;3242,230
010450;7891360484622;LAPIZ NEGRO FABER JUMBO;185;582,188
010451;7891360545590;LAPIZ COLOR X36 L.FABER;0;14599,584
010452;;LAPIZ COLOR X6 FABER JUMBO TRIAN;0;3276,453
010453;7794360925785;CRAYONES X6 FABER JUMBO;0;2079,715
010454;8901180240120;CRAYONES X12 FABER JUMBO;18;4413,035
010455;;PORTAMINA SABONIS P214 05;2;230,291
010456;4005401190073;LAPIZ NEGRO FABER 9000 7B;250;2079,421
010457;;LAPIZ COLOR X7 FABER FLUO;0;5324,239
010458;9556091126453;LAPIZ NEGRO STABILO EXAM GRADE 2B;0;270,000
010459;072512197738;BOLIG.PENTEL BL-60 1.0 ENERGEL AZUL;11;1370,403
010460;;PORTAMINA STABILO 3135N 0.5 MM.;0;2974,208
010461;;PORTAMINA SABONIS P3235;0;1269,950
010462;9557007392009;MARCADOR FABER JUMBO X10;0;6677,340
010463;;FIBRA COLOR X6 FABERCITO JUMBI FLUO;0;3288,085
010464;;PORTAMINA ROSAMUNDA;0;5,160
010465;;BOLIG.PASCUALINA ARTILUGIA GEL;0;5,790
010466;;PORTAMINA PASCUALINA;0;5,160
010467;;MARCADOR P/PIZ.EDDING R-12;0;9872,295
010468;7754111561136;BOLIG.FABER 061 NEGRO;0;1349,001
010469;;BOLIG.FABER DUROGEL;0;2670,134
010470;;BOLIG.FABER DUROGEL RETRACTIL;0;2670,134
010471;7794360925372;BOLIG.FABER VISION NEDDLE;0;2670,134
010472;;REPUESTO PARKER GEL;0;1890,000
010473;;PORTAMINA FABER POLY 07;0;1848,347
010474;;REPUESTO SABONIS CHICO AZ.C/U;76;406,560
010475;7795245680300;BOLIG.P.MATE DESTINATION CROMO;0;5637,517
010476;7795245680287;BOLIG.P.MATE PHENOMENON CROMO;-4;7653,081
010477;7795245680294;BOLIG.P.MATE PERSUASSION CROMO;-1;6491,541
010478;4005401158455;LAPIZ COLOR X24 L.FABER LATA;0;26109,253
010479;;LAPIZ COLOR X36 L.FABER LATA;0;40750,910
010480;4902506070937;BOLIG.PENTEL BLN77-C ENERGEL 07 AZU;9;1761,946
010481;4902506071040;PORTAMINA PENTEL 07 PL77-A ENERGEL;0;1463,711
010482;;PORTAMINA PENTEL 05 C/GRIP QE R;0;753,080
010483;4005401158448;LAPIZ COLOR X12 L.FABER LATA;0;13515,376
010484;7891360545675;LAPIZ COLOR X24 L.FABER ACUAR.;0;14891,576
010485;7891360545712;LAPIZ COLOR X36 L.FABER ACUAR.;0;22595,780
010486;4012700091741;LAPICERA PELIKAN GRAN PRIX ROJA;0;4247,662
010487;;BOLIG.P.MATE PERSUASION+PORTAMIN;0;7516,519
010488;7795245508512;BOLIG.P.MATE G FORCE BP;0;2589,016
010489;;PORTAMINA P.MATE G FORCE;0;2408,306
010490;;BOLIG.P.MATE G FORCE+PORTAMINA;0;4838,429
010491;;MARCADOR SHARPIE PERM.CHISEL NEGRO;-3;731,342
010492;5401178077293;RESALTADOR SHARPIE TANK AMARILLO;312;399,000
010493;;RESALTADOR SHARPIE CHATO;-20;517,450
010494;;RESALTADOR SHARPIE FINO;172;573,936
010495;5401177767058;FIBRA SHARPIE PERM.FINA MET.PLATA;235;1050,000
010496;7795245102024;FIBRA COLOR X12 P.MATE JUMBO;15;3550,000
010497;7795245102017;FIBRA COLOR X6 P.MATE JUMBO;89;1270,147
010498;7795245101027;FIBRA COLOR X12 P.MATE;22;1500,000
010499;7795245101010;FIBRA COLOR X6 P.MATE;-17;955,658
010500;074040541670;BOLIG.SHEAFFER 9313-2 GIFTCOL NEGRO;0;20530,716
010501;074040165609;BOLIG.SHEAFFER 453-1 AGIO RB;0;58207,741
010502;4902505200076;BOLIG.PILOT RAZOR POINT AZUL;-2;1783,551
010503;7807265990113;BOLIG.PROARTE PROYECT FANCY X6;-5;437,292
010504;;BOLIG.STABILO EXEL 828;171;226,237
010505;4006381160810;BOLIG.STABILO S´MOVE ELASTIC ROLLER;0;2974,208
010506;7891360464778;LAPIZ COLOR X24 L.GREENCASTLE;0;5068,711
010507;7794360926867;FIBRA COLOR X6 FABER BICOLOR;77;4856,405
010508;7794360926874;FIBRA COLOR X10 FABER BICOLOR;1;7959,113
010509;7891360529439;LAPIZ COLOR X12 L.FABER GRIP FLIXBO;0;9829,364
010510;7795245912838;BOLIG.PARKER JOTTER ADDICT TURQUESA;0;6978,344
010511;3154141832123;LAPIZ COLOR X12 L.MAPED;0;1924,564
010512;4902505134715;BOLIG.PILOT V BALL 07 NEGRO;9;3080,678
010513;7795245514193;REPUESTO P.MATE BALLPEN NEGRO;-258;770,081
010514;;LAPICERA PELIKAN EASY PEN;0;2156,659
010515;074040165586;BOLIG.SHEAFFER 453-2 AGGIO;0;50586,242
010516;;FIBRA SHARPIE MINI NEGRO;48;663,705
010517;4012700940872;LAPICERA PELIKAN JUNIOR;1;7682,485
010518;7798082591181;PORTAMINA PILOT H-1010-B C/CAJ.MET.;0;14754,827
010519;4902505186202;PORTAMINA PILOT 2020 PLAST 0.5;0;14754,827
010520;4902505192708;PORTAMINA PILOT 2020 PLAST 07;0;14754,827
010521;;PORTAMINA PILOT 2020 METAL C/ESTUCH;0;22667,306
010522;4902505159800;PORTAMINA PILOT H-165-SL GOMA NEGRO;0;1913,263
010523;4902505221507;PORTAMINA PILOT H-325-GT 05;0;7145,102
010524;4902505221521;PORTAMINA PILOT H-327-L 07 AZ.;20;6809,920
010525;;PORTAMINA PILOT ERIKA D`OR UNIVERS;0;1784,321
010526;4902505326530;LAPICERA PILOT SVP-4M AZUL;17;3858,955
010527;;MICROFIBRA STAEDTLER;-31;366,790
010528;4902505085703;BOLIG.PILOT HI-TEC 05 AZUL;104;3080,678
010529;4902505342943;BOLIG.PILOT HI-TEC 07 BX-V7;0;3080,678
010530;4902505303159;BOLIG.PILOT GEL G2 07 AZUL;-2;3210,391
010531;;MINAS KOHINOOR 2-3MM GRAFITO X6;0;600,201
010532;;REPUESTO P.MATE CORTO LUBRIGL;-29;341,403
010533;7795245884586;BOLIG.PARKER 88458 URBAN CITY BLUE;0;21290,448
010534;3154148450207;FIBRA COLOR X12 MAPED EST.CARTON;0;2344,208
010535;3154148460206;FIBRA COLOR X12 MAPED JUMBO MAXI JU;22;4758,514
010536;7795245879322;BOLIG.PARKER SONNET 08 SS GT MONO;0;17310,429
010537;7795245879384;BOLIG.PARKER SONNET 08 SS CT MONO;0;15578,767
010538;4006381157926;MARCADOR STABILO P/PIZ.NEG.64;0;743,863
010539;;TINTA P/MARC.P/PIZ.STABILO 64 NEGRO;0;1152,879
010540;7795245933727;BOLIG.PARKER JOTTER SS BP+PORTAMINA;0;14740,406
010541;;BOLIG.PARKER DIMONITE BP;0;13006,692
010542;;BOLIG.P.MATE ALLEGRO VIOLETA;245;204,329
010543;4902505285820;PORTAMINA PILOT H-315 NEGRO;4;5999,215
010544;4902505112492;PORTAMINA PILOT H-145 BETTER NEGRO;1;1588,981
010545;4902505221538;PORTAMINA PILOT H-329-O;20;6809,920
010546;4902505309236;BOLIG.PILOT LAUNDRY NEGRA;15;1913,263
010547;4902505322396;BOLIG.PILOT MINI AZUL;-3;1621,410
010548;4902505322921;BOLIG.PILOT V BALLGRIP 07 AZUL;1;3080,678
010549;;MARCADOR PILOT FACE PAINTERAPW-FP8;1;226,076
010550;;BOLIG.PILOT G-6 BLG67;-5;3404,960
010551;;BOLIG.PILOT BPS-GP;-4;810,705
010552;4902505221446;PORTAMINA PILOT H-323-Y 03;35;6809,920
010553;6937733560324;BOLIG.SABONIS 6032 RETRACTIL;1058;313,051
010554;7795245680171;BOLIG.P.MATE VITALITY NEGRA/PLATA;-1;7174,859
010555;;REPUESTO PARKER BOQUILLA;-1;1265,427
010556;4902505154546;PORTAMINA PILOT H-187 SUPERGRIP AZ;0;2334,830
010557;;BOLIG.PILOT FEED+CORREC.BKWE-50R;-2;5350,652
010558;4902505303968;BOLIG.PILOT G-TEC-C 0.25 HYPER FINE;4;3404,960
010559;4902505084645;BOLIG.PILOT BPS MEDIA AZUL;63;810,705
010560;;BOLIG.PILOT REXGRIP 1.0 BPRG-10RM;1;1621,410
010561;;BOLIG.PELIKAN POINTEC;0;215,718
010562;7501015218044;PORTAMINA PELIKAN TINKY 0.5;0;316,000
010563;4012700720795;CRAYONES ACUARELABLES DOSIFICADOR;0;4215,490
010564;7798000085396;LAPICERA SIMBALL FUENTE COMBI ESTUC;-13;1101,749
010565;7798184710978;LAPICERA SIMBALL FUENTE URBANA;-151;851,338
010566;;LAPICERA SIMBALL FUENTE PLUMETTE;11;380,051
010567;7792700371322;FIBRA COLOR X6 COLORELLA JUMBO;0;1844,711
010568;7792700371339;FIBRA COLOR X10 COLORELLA JUMBO;0;4231,982
010569;40127477;BOLIG.PELIKAN G.PRIX R.ROJO;0;1982,323
010570;;CRAYONES PELIKAN 762;155;369,164
010571;092399155799;BOLIG.GOLDRING ACERO FINO C/SELLO;-1;29910,003
010572;3154142284303;BOLIG.MAPED FREE WRITER 07 AZUL ROL;0;596,686
010573;7795245103014;FIBRA COLOR X10 P.MATE CORTAS;50;1016,118
010574;7795245103021;FIBRA COLOR X20 P.MATE CORTAS;51;2159,249
010575;7795245911862;BOLIG.PARKER 45 SS GT FP;0;23368,154
010576;;BOLIG.PARKER IM XL BP;0;8671,129
010577;3154142284310;BOLIG.MAPED FREE WRIETR 07 NEGRO RO;0;596,686
010578;3086126680484;BOLIG.BIC SELECT.WIDEBODY MET.;0;3574,877
010579;;LAPICERA BIC FUENTE SEL.X-PEN METAL;0;3703,983
010580;074040955552;BOLIG.SHEAFFER 321-2 SENTINEL NEGRO;1;12699,091
010581;;BOLIG.SHEAFFER 123-3 JAVELIN;0;8465,414
010582;;BOLIG.PENTEL ENERGEL 1MM;0;702,583
010583;4902506071316;PORTAMINA PENTEL 05 E.CLIC C/GRIP 0;1;803,215
010584;6938623910618;PORTAMINA PENTEL 07 E.CLIC C/GRIP 0;0;803,215
010585;072512179918;PORTAMINA PENTEL 07 FLEXFIT;0;1003,372
010586;;BOLIG.PARKER IM NE 3-1 C/PORTAMINA;0;13006,692
010587;7807265021855;CRAYONES X12 ART ATTACK FINO;0;193,955
010588;7807265021879;CRAYONES X12 ART ATTACK GRUESO;0;381,538
010589;;BOLIG.SHEAFFER 9312-2 GLOSSY BLACK;0;26881,722
010590;;MARCADOR FABER WINNER 56 X6;0;5544,153
010591;7754111656108;MARCADOR FABER WINNER 56 X10;0;7189,512
010592;7794360934329;FIBRA COLOR X30 FABER LARGAS;0;6380,774
010593;4006381124478;LAPIZ NEGRO STABILO OPERA;0;270,000
010594;4006381118125;LAPIZ NEGRO STABILO OTHELLO 282 4H;380;512,500
010595;3168070866128;MARCADOR STABILO SWANO TRIO X 10;0;6544,312
010596;4006381367233;MICROFIBRA STABILO 88 X18 MINI;1;13662,500
010597;;CRAYONES X12 FABER PLAST-BORRABLES;0;2257,017
010598;;BOLIG.FABER GRIP 2011 PLATA;0;14383,461
010599;7754111583015;BOLIG.FABER 063 POWER BALL AZUL;0;1888,606
010600;;LAPIZ COLOR X12 L.FABER ACUAR.LATA;9;15358,386
010601;;LAPIZ COLOR X24 L.FABER ACUAR.LATA;0;26621,197
010602;;LAPIZ COLOR X36 L.FABER ACUAR.LATA;0;41058,079
010603;;PORTAMINA FABER GRIP 2011 0.7 PLATA;0;13970,347
010604;;BOLIG.FABER GRIP 2011 NEGRO;0;12324,995
010605;;PORTAMINA FABER GRIP 2011 0.7 NEGRO;0;11708,870
010606;3154148626121;LAPIZ COLOR X12 L.MAPED MONSTER;5;2288,926
010607;3154141832246;LAPIZ COLOR X24 L.MAPED;0;4234,041
010608;3154148340102;LAPIZ COLOR X12 L.MAPED MAXI JUMBO;1;6014,264
010609;;LAPIZ COLOR MAPED FLEX BOX;0;1537,694
010610;7798000086621;PORTAMINA MICRO JEDO TRI 07 MM;1;1122,643
010611;;RESALTADOR MINI EN ESTUCHE +5 REP.;0;12,620
010612;;PORTAMINA MICRO EXECUTIVE 05;1;1956,120
010613;7798000086584;PORTAMINA MICRO JEDO TRI 05;0;1122,643
010614;;PORTAMINA MICRO CHEKY 0.5;0;189,872
010615;4902505343186;RESALTADOR PILOT FRIXION AMARILLO;0;1621,410
010616;7798000086645;PORTAMINA MICRO SPARTA 0.5;373;1540,738
010617;7798000086676;PORTAMINA MICRO LUX 0.5mm;0;652,461
010618;;PLUMA P/LAPICERA SIMBALL;-10;113,986
010619;;BOLIG.SHEAFFER SH SENTAC CT AZ;0;10583,229
010620;;BOLIG.SHEAFFER NEBOL GIFT CT;0;10583,229
010621;074040993257;REPUESTO SHEAFFER BALLPEN AZUL;0;2010,804
010622;;BOLIG.PELIKAN MINI ROJO;466;1290,000
010623;4004764854264;BOLIG.EDDING BP10 AZUL;100;2426,426
010624;4902505322723;BOLIG.PILOT FRIXION AZUL;33;3080,678
010625;4004764023578;MARCADOR EDDING 753 ORO;0;5703,711
010626;;FIBRA SHARPIE RETRACTIL PERMANENTE;-32;1333,654
010627;;RESALTADOR SHARPIE MINI;157;626,865
010628;7798000089226;BOLIG.DOLCHE X10 SURTIDA;55;2276,587
010629;7798000085457;BOLIG.SIMBALL RET+MINI RESALT.;-56;24,000
010630;;REPUESTO ROTRING/PARKER CORTO;-1;1400,152
010631;4005401673507;MARCADOR FABER PERM.PITT ORO;0;5339,374
010632;4004764920907;MARCADOR EDDING 790 NEGRO;85;5703,711
010633;3154148450108;FIBRA COLOR X12 MAPED PEPS;0;2035,925
010634;3154148460107;FIBRA COLOR X12 MAPED JUMBO;0;2571,464
010635;7795245933802;BOLIG.PARKER JOTTER BP+PORTAM.NEGRA;0;14740,406
010636;;TIZA P/MODISTA;-22;2,640
010637;7796568102081;TINTA P/MARC.P/PIZ.EDDING 1L.NEGRO;6;120563,035
010638;4004764866809;RESALTADOR EDDING E347/45 MINI X4;0;2501,105
010639;7795245937015;BOLIG.PARKER SLINGER AZUL;0;6923,302
010640;7798082591235;BOLIG.PILOT BIRDIE BPS-30;-2;8074,620
010641;;BOLIG.PILOT BIRDIE TWIN H-575+PORTA;0;10993,157
010642;13154142241303;BOLIG.MAPED FREE WRITER AZUL;0;427,365
010643;13154142251302;BOLIG.MAPED FREE WRITER RETRAC.AZUL;0;427,365
010644;13154142261301;BOLIG.MAPED FREE WRITER GEL AZUL;0;427,365
010645;7501015222898;MARCADOR PELIKAN DETEC.DE BILLET.FA;156;1713,500
010646;7795245918625;REPUESTO PARKER BALLPEN AZUL FINO;249;1690,000
010647;3501170909539;REPUESTO PARKER BALLPEN NEG.FINO;280;1690,000
010648;3501170909553;REPUESTO PARKER BALLPEN NEG.MED.;201;1690,000
010649;7795245918823;REPUESTO PARKER ROLLER AZUL FINO;249;1690,000
010650;3501170881194;REPUESTO PARKER ROLLER NEGRO FINO;290;1690,000
010651;3501170881231;REPUESTO PARKER ROLLER NEGRO MED.;255;1690,000
010652;074040993356;REPUESTO SHEAFFER BALLPEN NEGRO;0;2010,804
010653;3154142246118;BOLIG.MAPED WRITER MINI AZUL;0;427,365
010654;13154142246131;BOLIG.MAPED WRITER MINI NEGRO;0;427,365
010655;13154142251326;BOLIG.MAPED FREE WRITER RETRAC.ROJO;0;427,365
010656;13154142251319;BOLIG.MAPED FREE WRITER RETRAC.NEG.;1;427,365
010657;13154142251333;BOLIG.MAPED FREE WRITER RETRAC.VERD;0;427,365
010658;3154142266125;BOLIG.MAPED F.W.GEL MINI A/N/R;0;427,365
010659;3154142266132;BOLIG.MAPED FREE WRITER GEL MINI NE;0;427,365
010660;3154142226126;LAPICERA MAPED FREE WRITER;0;1537,694
010661;7891360472636;MINAS FABER CASTELL 05 B;180;698,625
010662;7891360472643;MINAS FABER CASTELL 05 2B;178;698,625
010663;7891360472407;MINAS FABER CASTELL 05 H;310;756,664
010664;7891360472391;MINAS FABER CASTELL 05 2H;413;756,664
010665;;REPUESTO SABONIS ROLLER NEG.;120;528,528
010666;7795245514186;REPUESTO P.MATE BALLPEN AZUL;-94;770,081
010667;4006381147101;RESALTADOR STABILO LUMINATOR AZUL;74;2025,000
010668;4006381147118;RESALTADOR STABILO LUMINATOR VERDE;25;2025,000
010669;4006381147149;RESALTADOR STABILO LUMINATOR ROSA;17;2025,000
010670;4006381147125;RESALTADOR STABILO LUMINATOR ROJO;29;2025,000
010671;4006381147132;RESALTADOR STABILO LUMINATOR NARANJ;27;2025,000
010672;070330409378;LAPIZ NEGRO BIC EVOLUT.BARBIE X3;0;598,895
010673;070330409712;LAPIZ NEGRO BIC EVOLUT.W.PHOO X3;0;598,895
010674;070330409361;LAPIZ NEGRO BIC EVOLUT.DISNEY X3;0;598,895
010675;070330423534;LAPIZ NEGRO BIC EVOLUT.PIJAMAS;1;365,304
010676;070330413368;LAPIZ NEGRO BIC EVOLUT.H.WHEELS X3;0;598,895
010677;070330414303;LAPIZ NEGRO BIC EVOLUT.CUTIES X2;0;532,351
010678;070330416727;LAPIZ NEGRO BIC EVOLUT.H.SCHOOL X3;0;598,895
010679;070330146662;BOLIG.BIC DISNEY X3;0;1094,314
010680;070330164024;BOLIG.BIC W.PHOO X1;0;425,121
010681;070330161733;BOLIG.BIC BARBIE X1;0;541,063
010682;070330410305;BOLIG.+LAPIZ NEGRO W.PHOO;0;413,445
010683;070330326200;BOLIG.BIC BARBIE GEL ROLLER X2;0;928,699
010684;070330326248;BOLIG.BIC DISNEY GEL ROLLER X2;0;1094,314
010685;070330326286;BOLIG.BIC W.PHOO GEL ROLLER X2;0;869,565
010686;070330328488;BOLIG.BIC H.WHEELS GEL ROLLER X2;0;966,184
010687;070330333079;BOLIG.BIC H.SCHOOL GEL ROLLER X2;0;966,184
010688;070330175730;BOLIG.BIC H.SCHOOL X2;0;966,184
010689;070330147522;BOLIG.BIC W.PHOO X3;-2;1062,802
010690;070330326323;BOLIG.BIC PRINCESAS GEL ROLLER X2;0;966,184
010691;070330169371;BOLIG.BIC H.WHEELS X3;0;966,184
010692;070330170988;BOLIG.BIC CUTIES X3;0;1094,314
010693;070330175693;BOLIG.BIC H.SCHOOL SHIMER X2;-5;966,184
010694;070330941106;BOLIG.+LAPIZ NEGRO BIC DISNEY;0;413,445
010695;070330406490;PORTAMINA BIC DISNEY X2 0.7;0;635,250
010696;070330407343;PORTAMINA BIC W.PHOO X2 0.7;0;635,250
010697;070330404700;PORTAMINA BIC SUNNIES X2 0.5;5;633,305
010698;070330415638;PORTAMINA BIC CLIC MASTER 0.5;0;951,411
010699;070330415669;PORTAMINA BIC CLIC MATIC 0.5;-1;951,411
010700;070330417700;PORTAMINA BIC MINI GRIP 0.7;7;633,305
010701;070330417199;LAPIZ COLOR X6 BIC KIDS GIGANTES;0;2206,341
010702;3086126684673;FIBRA COLOR X12 BIC MINIKIDS;0;3597,460
010703;070330410268;LAPIZ COLOR X12 L.BIC DISNEY;0;3105,087
010704;070330012844;LAPIZ COLOR X12 L.BIC CUTIES;0;3105,087
010705;070330166011;BOLIG.BIC PRINCESAS X3;0;1062,802
010706;4004764784202;MARCADOR EDDING 8040 P/ROPA NEGRO;22;4777,026
010707;4004764838097;MARCADOR EDDING 792 BLANCO;1;4160,354
010708;7795245912050;BOLIG.PARKER JOTTER 91205 SS GT BP;0;9826,648
010709;7795245680003;BOLIG.P.MATE DESTINATION NEGRA;-1;5637,517
010710;7795245680010;BOLIG.P.MATE DESTINATION VERDE;0;5637,517
010711;7795245680027;BOLIG.P.MATE DESTINATION BORDO;-3;5637,517
010712;7795245680126;BOLIG.P.MATE PERSUASSION BORDO;-1;6491,541
010713;7795245680119;BOLIG.P.MATE PERSUASSION AZUL;-1;6491,541
010714;7795245680133;BOLIG.P.MATE PERSUASSION VERDE;0;6491,541
010715;7795245680102;BOLIG.P.MATE PERSUASSION NEGRA;0;6491,541
010716;7795245680041;BOLIG.P.MATE PHENOMENON NEGRA;-1;7653,081
010717;7795245680188;BOLIG.P.MATE VITALITY NEGRA/ORO;-1;7174,859
010718;7795245680195;BOLIG.P.MATE VITALITY AZUL;-1;7174,859
010719;7795245918465;TINTA P/LAPICERA PARKER NEGRO PERM.;18;3855,830
010720;7795245918472;TINTA P/LAPICERA PARKER ROJA;1;3834,255
010721;7795245918489;TINTA P/LAPICERA PARKER VERDE;0;3834,255
010722;7795245933819;BOLIG.PARKER JOTTER BP+PORTAM.AZUL;0;14740,406
010723;7795245933826;BOLIG.PARKER JOTTER BP+PORTAM.BORDO;0;14740,406
010724;7795245912463;BOLIG.PARKER JOTTER 91246 BP AZUL;-1;6978,344
010725;7795245912470;BOLIG.PARKER JOTTER 91247 BP BORDO;0;6978,344
010726;7795245901269;BOLIG.PARKER VECTOR 90126 RB AZUL;8;7778,612
010727;7795245901306;BOLIG.PARKER VECTOR 90130 RB BORDO;1;7778,612
010728;4004764921102;MARCADOR EDDING 790 BLANCO;12;5703,711
010729;4084900204276;LAPIZ COLOR X12 L.EDDING OSIRIS MAN;0;3576,918
010730;4084900204306;LAPIZ COLOR X24 L.EDDING OSIRIS MAN;0;6796,149
010731;4084900204214;LAPIZ COLOR X12 L.EDDING OSIRIS KAR;0;6080,764
010732;4084900204245;LAPIZ COLOR X24 L.EDDING OSIRIS BRE;0;12161,525
010733;4084900204184;LAPIZ COLOR X36 EDDING OSIRIS BAND;0;17169,211
010734;4084900581599;CRAYONES X12 EDDING GEL;0;16998,448
010735;4084900861622;ACUARELA EDDING LIRA X12+1;0;5911,037
010736;4084900581605;CRAYONES X6 EDDING GEL;0;8556,815
010737;4084900620267;PORTAMINA EDDING LYRA CONFORT 0.5;0;7010,761
010738;4084900620274;PORTAMINA EDDING LYRA CONFORT 0.7;0;7010,761
010739;4084900620281;PORTAMINA EDDING LYRA CONFORT 09;0;7010,761
010740;4004764028832;ESTILOG.01 EDDING;150;1788,000
010741;4004764817504;ESTILOG.02 EDDING;148;2201,666
010742;4004764028993;ESTILOG.03 EDDING;115;1788,000
010743;4004764860005;ESTILOG.04 EDDING;152;1788,000
010744;4004764029167;ESTILOG.05 EDDING;136;1788,000
010745;4004764881109;ESTILOG.06 EDDING;178;1788,000
010746;4004764029334;ESTILOG.07 EDDING;179;1788,000
010747;4004764860043;ESTILOG.08 EDDING;150;1788,000
010748;4012700940391;RESALTADOR PELIKAN 490 ROSA;0;445,676
010749;4012700940414;RESALTADOR PELIKAN 490 CELESTE;0;445,676
010750;4012700940407;RESALTADOR PELIKAN 490 NARANJA;0;445,676
010751;4012700940384;RESALTADOR PELIKAN 490 VERDE;0;445,676
010752;4012700940377;RESALTADOR PELIKAN 490 AMARILLO;0;445,676
010753;77915139;RESALTADOR PELIKAN FLASH NARANJA;230;654,638
010754;77915146;RESALTADOR PELIKAN FLASH ROSA;194;654,638
010755;77915153;RESALTADOR PELIKAN FLASH VERDE;222;654,638
010756;77915122;RESALTADOR PELIKAN FLASH CELESTE;208;654,638
010757;4012700963505;PORTAMINA PELIKAN PUSH OPACO 0.7;0;422,835
010758;7501015214350;PORTAMINA PELIKAN EJECUTIVO 0.5;-1;532,890
010759;4012700963475;PORTAMINA PELIKAN PUSH TRASLUC.0.5;0;380,359
010760;7501015213483;MARCADOR PELIKAN MARKATODO BLANCO;152;2403,500
010761;7501015218822;MARCADOR PELIKAN MARKATODO BRONCE;0;2403,500
010762;7501015213513;MARCADOR PELIKAN MARKATODO PLATA;178;2403,500
010763;7501015213520;MARCADOR PELIKAN MARKATODO ORO;178;2403,500
